id,g,l,target_theta,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47
10,9.81,2.8083670485328933,3.493133137680418,-1.0957354368393881,0.14263016698389785,-0.5589642725540489,15.305190444164873,0.3346327087744927,-0.31985750200375884,-0.5111646713300053,-0.5819755703990648,0.2790736272348622,0.10438019538545162,0.4202343419014031,-0.6241722882747719,-0.5187355772013815,0.31443591686299754,0.3050550008161455,1.2835139861107707,-0.6608239060358403,-0.1713015887008259,-0.12469771051279482,-0.2072718042266214,0.0,0.48115229712800095,0.32643081815668745,-0.748964822141056,-0.599259461913958,-0.4247517327996831,0.30981150229718224,0.9011676681573544,0.9328394899605443,-0.4510886767707894,-1.0816619818228819,-0.40639914222788454,0.49781799105025565,-0.05146538084396585,-0.018358496340291228,0.2350435832524972,-0.1296315506997981,0.09051042687275272,0.21488057487251294,0.6801582365620329,-0.010848865711281065,0.049801894909508836,0.0017137841826395871,0.008071288077152133,0.3868286010735328,-0.604679171359368,0.36040799902600024,-0.24510727448296
11,9.81,1.6023407048095841,6.122293448924012,-0.28671076241861426,-0.9428043877103582,-0.3315073412114744,-0.2204709606336699,15.176215728875167,0.7921902937927374,1.0466317782190169,-0.4252342259492392,-0.24558290429536855,0.41858492412385817,0.19017244942110534,-0.02379203416740605,1.0805592199768301,-0.47665294908765216,0.5468978317545681,-0.34608372066263066,0.5460989177553206,-0.631792586345902,-0.7434961914488891,0.08126534779017525,0.0,1.4494013450672276,-0.7862827987969201,0.08790507652783906,-1.1931580755035613,0.2621231046919995,-0.13253820712981118,0.3330750568412937,-0.02324302046064132,-0.6484931398034123,-0.3874454883787719,-0.9548454314909123,0.36521524290683527,-0.4100018123362754,0.4752043449881803,1.0349801755886001,-0.9022937568744822,-0.04470081874075858,0.4559516863022065,-0.6331441765655047,-0.002838720419986283,0.05000698091020735,-0.0006476535622134927,0.009294311672508581,0.39113202642211115,-0.43675831087458494,0.2811918193469992,-0.23077417615833007
12,9.81,4.209087182438351,2.3306716099705507,1.7570009512644975,0.817689129742751,2.6604965422384055,-0.5614878171167653,-0.4249045874305811,0.7255575816265174,-0.22946536778434423,-0.042722505030069635,-0.029758891474181648,0.04438226533739342,0.3590244034286421,-0.04082226191509708,1.4928602858594495,-0.10144632307568621,-0.19217315480413688,0.06612396604551006,0.6579230488149503,0.10079554247321318,-0.1666866407394118,-0.09752663937870597,0.0,1.8009615000797865,9.383431358996136,-9.367218431943607,-3.747700126463851,-2.9392922218596134,-1.7553619787336925,-0.6819493349999298,-1.5319656714195276,-1.3640483835610553,-0.22736930019666268,-0.8012258014653285,-1.0444832957049406,-0.5258750511153771,0.25276025158147863,-1.5570272576686424,-0.5231046985934282,-0.41970353316329273,-0.5094681536758616,-0.265006778663095,0.017396049022420767,0.04746514958680866,-0.005270700091219049,0.009312684423147565,0.4444004655974672,-0.48380251517451434,0.28803680729547765,-0.2605261585028973
13,9.81,1.4619333351879296,6.710292298478123,0.8692876749158345,1.5850089201777262,1.1998799090341006,2.2377908715141155,13.588773046438371,-2.0307079129436545,-0.6711833030071874,-0.7773912907758078,-1.0670340737369866,0.3004320564248063,-0.07472803420197538,0.7417202124597123,0.052986346739091195,-0.31298208545562756,-0.4756824566299658,-0.25157757560996125,0.006566920448746877,0.04322902478852189,-0.9707829055901368,-0.6809587081958346,0.0,1.1241906769223138,0.36506793060234943,0.003041233783899505,6.49560672163852,-1.678634306756567,-0.1712785176354491,0.43583872960775966,-0.3347123981148222,-0.4619345506862868,-0.8375077607569579,0.7031746804185112,-0.3807534918817391,-0.6276765159789996,0.3714122649600943,-0.44759798301005993,-0.1204484456551301,-0.1843789910316426,-0.4612760992661183,0.02413919799149014,0.008606808662533025,0.05157098541625173,-0.0009733315374086213,0.010513487369381253,0.41388046767592973,-0.4098234696175489,0.24338093277972894,-0.2242974323673499
14,9.81,3.8366017350561936,2.5569503110951173,0.01479537135930005,-0.707328357709873,-1.3806314947641278,2.0767661020931993,1.2790006303790877,-0.12407971348562019,-0.03330987912527003,-0.017199827151764074,0.08517399005318749,0.2620636525718595,0.2006864363616823,0.27568440060946675,-0.007782803103171823,0.5107851385518404,-0.16811374877615493,0.4829024376278841,0.8009940715780524,0.03458815579880598,0.07121746565318157,0.41646760871767824,0.0,2.328789794792428,8.1695250712063,-10.902678151039831,-3.745727909563138,-2.279496397775805,-1.0961384040679936,-0.45032138957488704,-1.3758629850922766,-0.9200701507416196,-1.4909931035878323,-0.8593968679150272,-1.4481491189455378,-0.9104458042810397,-0.8188800180451328,-1.1060952470195002,-0.7702663068625919,0.25749317906519625,-0.26105625265244337,-0.44794865406704354,0.00014648882533960486,0.048350977074796395,-0.005791660922634737,0.007269535399105866,0.3856715530284388,-0.39068784800670137,0.19783533416935567,-0.24045304591920597
15,9.81,3.3347309206535636,2.9417665872955556,-1.510995358193539,-2.4504217862275217,-3.7935115553413548,9.193621573287489,1.7106458025402773,0.34273457059034695,1.0051207110572076,0.5538454389286182,0.30258683171500866,-0.5527725723063658,0.5413034563638809,0.9213649886445899,-0.28921467601182244,0.22973367637831554,-0.535436142165585,0.5090234965719603,0.46998725367751487,0.6572432243589792,0.2480272109607431,-0.06542642411386947,0.0,0.7124952999389148,2.796917830157771,-10.467556535123654,-2.9912771113657644,-1.4163478778786636,-0.9271118625171837,-0.19962696507832933,-0.5144904470063819,-0.5453384370632457,0.29033435261484414,-0.5930606603797344,-0.4032959275496462,-0.39273777315328684,-0.7054433896805796,0.1642543595067149,0.21153895878867685,0.5199014835829097,-0.6968724494432206,0.09071954265637944,-0.01496035008112415,0.04952466728327137,-0.002258816763219158,0.006495679557693782,0.36484925338856045,-0.3992547312776336,0.16748612502710447,-0.21359329689790635
16,9.81,4.673332663363252,2.0991443808196717,2.2016694734554982,2.971620584420339,8.089014080427809,-3.080910458303661,-0.5910394030201831,-0.8495652057787418,-0.02390588268998861,0.12892881513559284,-0.2872951280645243,-0.6832051038993102,-0.2676716419694316,0.20711587296739292,-0.11873363096558076,0.630063366986116,-0.3204225081322816,0.6617154050425178,0.31263493287002336,0.664885356532157,0.05130636614893902,0.4593936145336744,0.0,1.94078233256643,10.308588980012582,-5.516400626268606,-1.5900508376800457,-1.0374259337867344,-0.645784691615909,-0.738906983051076,-0.8250593861918931,-0.4254139932325276,-0.541896850062426,-0.33008540755326765,-1.2065135285826176,-0.043138121322026934,-0.843459329211464,0.23308775105311658,-0.3623452662514692,-0.3510110204812595,0.47033441650167385,-0.10656593002908323,0.02179870765797522,0.04798083417406031,-0.0027953651084011433,0.005565496458667939,0.36357595938818665,-0.3882895172603303,0.2973058799324858,-0.28981895475547714
17,9.81,1.5435868487288846,6.3553275334512955,-0.3247608056699334,0.02487523856306173,0.3126116522213589,1.0103289984790622,15.805886606822352,-0.41515688544322615,0.08260923792689923,0.5295827892431577,0.14559040590202388,-0.1382052377060925,-0.7521528652212331,0.21559078353966482,-0.221447566755953,-0.34484171448035417,-0.922749640970427,-0.8103562991812979,0.4785460041882567,-0.7796589045625608,-0.443580718386967,0.7558642447086396,0.0,0.3796919687717701,-0.31677835361589435,0.8157299502892742,1.7302737039885419,0.29608082253382073,0.24142102575278124,-0.08661277588199098,0.5325421177291735,-1.309252425487129,0.07960777937754174,-0.7918195949750535,-0.7179083561563875,-0.21231613224885387,-0.06565556093944228,0.9720266860958662,0.2136142558689291,-0.25925436495865917,-0.6894820331668501,-0.12768543759246465,-0.0032154535214844885,0.053663652397119684,0.000284670121906343,0.00988542110902108,0.3851273053738022,-0.4123542493024467,0.22388518251849437,-0.22431384844811858
18,9.81,4.0960630787903725,2.394982648288961,0.5537770060822461,0.5586988589460289,1.390654897614032,-0.6843192060882319,0.5941444189082339,-0.07564263960112222,-0.7466446801766444,-0.08979906192288617,-0.5810757741944244,0.2674525181359226,0.6738441954426156,-0.6558472789849936,-0.0184096816586721,0.7374895637523808,0.42990936532124574,0.5269541015088713,0.3862296536431616,0.20460853864118125,0.8723133537863044,0.3511988265157756,0.0,1.7996746774074195,8.76303805422765,-10.073721764604153,-3.317184277443224,-2.3513239917443762,-2.2957109531082778,-1.1478815581585926,-1.021682011999486,-1.580568402072366,-1.012236882184415,-1.375446148892326,-1.0286709673306977,-1.0875941386049957,-0.7766987934830578,-1.2060706440206523,-0.23294617096314102,-0.37035004967367463,-1.2498491389782025,-0.009210420122870381,0.005482940654279669,0.04611349259895285,-0.0053134601940969415,0.006638720115695116,0.3846298391760494,-0.40760467598772376,0.21669900066047726,-0.2062715057787906
19,9.81,2.831742665837214,3.46429783975432,-0.35551078185975715,-0.16610762077557162,-0.9909936393632552,15.669575061712113,0.9991896152845832,-0.15823672043482562,-0.20100211131263124,-0.808749034487007,-0.4542186076135982,0.5242443372255248,0.1795726499286211,-0.6882704512764128,0.29530012793426347,0.4808366475151715,-0.8807478546645047,0.1947619212699993,0.862715927481332,-0.4956814304071676,-0.5810692647248373,-1.3717674703667586,0.0,0.49719464432333754,0.054386820670588906,-1.0965290779537649,-0.22024541286068777,0.5968524449784234,0.08063897173346765,0.6486065999391549,0.24036358706131072,0.08488246311272168,-0.45034496392468915,0.07479350470571514,-0.7154430884532172,0.3425970190866733,0.11461923808537577,0.320636475787637,-0.668299973311741,0.0576176513712305,-0.6183386937181043,0.2596483857852029,-0.0035199087312847294,0.05394376036268981,0.0003517849004144358,0.013043662539777123,0.46939233862496577,-0.5729604126451103,0.4645904853330394,-0.43074831744557984
20,9.81,1.5420003116768037,6.3618664183876845,0.6183262537855828,0.8182741675591392,0.04566576185533178,0.9155692573308394,15.545348014890212,0.10265381366170279,0.04883186938489348,-0.16482915452314972,0.10091737276195156,-0.9133655392218776,0.029364958593681045,0.36541468489663687,-0.3493133695368206,-0.1535279588481827,-0.5422616948426267,-0.6870850454830555,0.605217672447375,-0.18437212254723234,0.11758044818226321,0.4617604981846448,0.0,0.22258938519246674,0.7288303136111557,0.4388267834904722,1.8822203036804404,-0.16555720279973618,-0.14182861990538578,0.31865347388625836,0.6164905466006841,-0.0150878644045212,-0.5169670436710394,-0.1385894981409587,0.602774980444784,-0.39804233003542877,0.27347632717714965,-0.23214479874447877,-0.8998982661299922,0.3056015594628724,-0.10180017631354005,-0.43328770046424564,0.006122042116688946,0.05127083789765927,0.0008266796286321907,0.00914762482824519,0.3546451244842256,-0.38383890901842016,0.2572036982913431,-0.19418905646294876
21,9.81,1.2465679695833505,7.8696069844301135,0.04776674699660394,0.9149173917756356,0.3589652164033676,0.050221730576706036,0.48938680183065775,0.97743505012779,-0.4766884468252954,-0.3309964777406622,0.1844517862677173,0.38984876936141977,0.6057522554540777,0.3268432988665957,-0.15349706205978553,0.843462961161264,0.27559513584519946,1.199498805316631,-0.4259148810962117,0.7317781364339215,0.48824966208743537,0.5253285962351999,0.0,0.5559529401068392,1.2458548361069544,2.1360204423278355,9.211472059336232,-9.645117044312297,-3.9581900168913897,-1.546731961149232,-1.1034453797771893,-2.0620586217480095,-1.2013835470660745,-1.3282634705919165,-1.2351753867079025,-0.4989010698852617,-0.08924648111696265,-1.668421998302906,-0.9897830892609294,-0.267348773982124,-0.7940758724904271,-0.1838933909902887,0.0004729380890752838,0.046474040702423856,-0.004402278710643279,0.011395560019991615,0.5433502830541787,-0.40682958618333714,0.28140733751517244,-0.27542795447155854
22,9.81,2.7400503582400724,3.5802261701135083,-0.4002971659895921,0.40590916799857446,-0.10808796248333286,14.505816712603826,-0.058635073262831794,-0.7779548588553256,-0.26335082733838155,-0.43535051050554086,-0.811015255024087,0.43174205419711686,-0.24353819289897127,0.47585933733419405,-0.12223315153930947,-0.7012496296463814,0.12978344626937774,0.6495652940149126,-0.9103958966706683,-0.541200893780686,0.6631704078922476,0.4651077559858249,0.0,0.48630109652530606,-0.0737879273067902,2.0276028933163315,-0.5749772632045738,-0.5910026840287511,0.33253850394958323,-0.016149963091733017,0.3699517877404962,-0.2739882699007788,0.29265572958286284,-0.30265899719383826,0.07295888060602967,0.049220019498556616,-0.03172680144111652,0.09963055236566001,-0.2827773489606099,-0.11742747522404692,0.1756211308423964,0.13760265010468323,-0.003963338277124671,0.04487978817478857,0.0007101485184336504,0.0064375991155389166,0.43213249227283546,-0.3936427143987136,0.19383582396533675,-0.3382256075372266
23,9.81,3.1222608827689395,3.1419539776894365,-2.1217664405912924,-1.8352177993653438,-3.474660660422991,12.50175989741067,1.2730485403432432,0.6734493313306159,0.6156925528826664,0.8374032604025834,0.27287892330720576,0.42171082241893776,-0.502088532348801,-0.09657534467815787,0.4001902971604696,0.033502989483336826,0.13365104239740142,0.09765851865006009,-0.2593179585649496,0.0471624917304343,-0.4551361597010718,0.39198036709655415,0.0,0.6455993841470893,2.503596203617783,-7.523534465819616,-1.054608028819359,-1.1856571987045263,-0.280766718451468,0.5026309028220513,0.20463781333286554,-0.3485777149632479,-0.8349798105850792,-0.7215918425164268,0.21192483533064965,0.056666850772602306,-0.4532302427519803,-0.19410187281703328,0.41219640531684354,-0.6351593242353186,-0.30698150951673,0.341373520952817,-0.02100758852070588,0.0496314214569698,-0.0018047534551418577,0.006412605710030156,0.3451761070888402,-0.44101519066236555,0.17196470304588485,-0.2314937100851343
24,9.81,1.3295209434281587,7.378597568162406,1.397055779366658,1.6508902575256181,1.4138395808470259,2.859851350813764,6.04810988876762,-2.243164421683895,-1.647285632481756,-0.40562461113851844,0.034089002410711555,0.4696661123855361,-0.6866696508108828,-0.08833395732181443,-0.4956695173097131,0.41404921680727896,-0.0055560151170720995,-0.833592729634116,0.27131167846127724,0.9128593648247707,0.41653575728206527,0.6647439194697278,0.0,1.4131257422548118,0.9128480787783939,2.8906494877626314,10.945366272517324,-5.223611798516066,-2.8151980693482592,-1.5495296525446771,-1.2255464855752813,-0.8955821604329244,-0.09825099833458406,-1.18702163874579,-1.1289580278922513,-0.5422379425839997,-0.34152324832613495,-0.9341421622162157,-0.4500756967051653,0.49314144344657096,-0.33270850096263627,-0.3707718384950156,0.01383223543927383,0.04818655710194169,-0.0026927772746329825,0.008767845122581448,0.4230995826506459,-0.4195137474757311,0.22051788925848165,-0.21785470282497837
25,9.81,0.567027125421045,17.300759628942973,-0.9990587778880793,-1.096442590455444,-0.4037127318277005,0.3845835378353938,-1.5626237222665877,-0.29864949808992947,-4.585803510995245,8.424751896237028,2.421622640444558,1.0025690365000255,1.7455017237521457,0.3440442223416875,-0.3547483258770868,0.5828188916218919,-0.8479997002352597,0.3758589607363369,0.44657650990358083,-0.29138015049822485,0.5959669616717134,0.4516704487059198,0.0,0.5202928632538205,-0.4778867828917561,1.2040141351510867,1.1028243786852299,2.072699379088058,5.450470892115202,-9.895709178336302,-1.8771308401612201,-2.125996654489885,-2.208264529610063,-1.9830004480747752,-1.6356325524915785,0.03865899893539937,-0.2207116606945161,-0.7150987388907748,0.26391701502585735,-0.3550962470519734,-0.5878513636351848,-0.6821386369368986,-0.009891671068198805,0.05482358778273459,-0.005093528006222581,0.01699773694486232,0.5740671754445839,-0.4224561199451634,0.414083626393278,-0.37996505741667624
26,9.81,2.6200995300070735,3.7441325749840946,1.0457914932612788,1.1188596398600095,1.2893157453019355,14.13469860240673,-0.4535475728795899,-0.5578283271542372,-0.8539571229835794,-0.029508062121784695,-0.004024988381861938,-0.06464933353211799,-0.08322478183699022,-0.3412369895171947,0.4359780537076873,1.2325670841799965,-0.2843383649103747,0.38645598230740363,0.4427809401007842,-0.4124168884658631,-0.13478975234821378,-0.1339917580415239,0.0,0.1409412540491956,0.19414437254673345,3.826765798388423,-0.698459397858803,-0.15771808969145462,-0.32405654363067105,-0.415792910500975,0.2780431476453148,-0.15850033842688838,0.37990968016582016,-0.5743203239669743,-0.1761097377983184,-0.21876231963935588,0.24590446203019842,-0.3202013684315333,-0.22851552191762195,0.5429838488399201,-0.5760044487559642,-0.16254101470308838,0.010354371220408694,0.04635424188380794,-0.0014612174836491274,0.008550308773357539,0.3884672217726393,-0.38003772509809763,0.2455682402314553,-0.24741462195109973
27,9.81,3.7770949768246775,2.597234133690505,-1.2794085990004358,-0.15269367536925205,-1.8368852817463228,2.6402761577813396,1.5795745851031713,0.23505765546355675,0.8628528967477381,-0.15106343162387126,-0.7717562189680861,1.016070073649244,0.004183262046795144,-0.09315627194527704,-0.30052520652482423,1.4197615828122463,1.2939068839194903,0.826916035846068,0.5457998133069225,0.6903608263498932,-0.19611947897866444,-0.2058420005169062,0.0,1.474239525057015,7.512924269595652,-11.160602539782134,-4.349819452031579,-2.6451189513315625,-1.7036695428648283,-1.347165387620228,-1.1368934417577505,-0.8549548433514254,-1.31233797783421,-0.2791185320096503,-0.7882529740325801,-1.3005710412852556,0.34116992515455985,-0.5689698421664541,-1.101195494183098,-0.6742498695772179,-0.8761707201029509,0.05269794386347098,-0.012667411871291443,0.05161056102009938,-0.005326742542365215,0.011599092609026489,0.44147451826195494,-0.47774865119196164,0.2705682173365692,-0.31383970258528565
