id,g,l,target_l,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27
10,9.81,2.8083670485328933,2.8083670485328933,0.5934367718847329,0.031210945449385963,1.0510749278220926,5.826440311742887,-0.8283092519400912,0.45622215631335605,-0.6220429311174347,-0.45426321067604025,-0.07800388189119806,-0.3468931416155434,0.0,0.285745529281322,-0.2764514019489335,3.6840134988477473,0.09625628842051284,-0.4874819719041018,-0.5616203693875286,-0.48206121064898255,-0.04536403165527175,-0.031545833869972895,0.028258893899272983,0.23234565472300533,0.00812074472264688,0.19661506953531174,0.8805481324370541,-0.7369937632901705,0.7049068033548846,-0.7959909314233702
11,9.81,1.6023407048095841,1.6023407048095841,0.19865481313705063,1.5775725481496268,1.044036620483132,1.6259612998734487,3.2999803011690663,-0.9095318039286614,-0.0019625087891751575,0.7609128593231921,0.1255388226238482,-0.0008751939390646557,0.0,0.31415379574652513,0.32515068400508707,0.8507174898542775,4.871789517445948,-2.555561661446613,-0.9043611778613062,-0.7027917378312786,-0.4906693757711674,0.3326517981688495,0.009459753006526208,0.23420923773260394,-0.015280775010623809,0.3202314232699055,0.7720864743621512,-0.7651140347267674,0.9163115128380379,-0.8473749905536938
12,9.81,4.209087182438351,4.209087182438351,0.7999357784891972,0.29957381720284904,0.2720675569141358,1.066920130180417,0.5279555987938592,1.1386076201272302,0.8011540777984058,0.4774318808755274,0.04613619264823343,0.0881506707639319,0.0,0.4487037778632882,4.090465235346906,-4.991872462208534,-0.7508745262033879,-1.0229143984849833,-0.5718162485638525,-0.5776006167385691,0.21199086398938474,0.2452452592215909,0.03809217992805703,0.22526069651586889,-0.04818947169058559,0.15156942280978059,0.8185681616058132,-0.7855280284094291,0.7063966712935084,-0.6006190566423478
13,9.81,1.4619333351879296,1.4619333351879296,0.4189252106648096,0.3205607987460608,0.7779516816552734,0.201057181938014,-0.8948895689965806,1.2324029036880393,1.6002797040728727,0.982806141521807,0.9017918332937869,0.11743129939139019,0.0,-0.2964632583097412,0.6639573813564681,0.903727210170906,3.571279709683525,-4.382627447775398,-1.8602771555041604,-0.8606421811550378,-0.16176884891947174,-0.2848017270205965,0.01994881955546712,0.21389229548207325,-0.0554058214740963,0.35531986528045867,0.6480235495586774,-0.9393199099138152,0.9443167590432431,-1.0218081903116951
14,9.81,3.8366017350561936,3.8366017350561936,-1.2940508130215695,-0.970011486508999,-0.6479424765106513,3.0592706354321066,1.078252681247081,1.085312264833557,0.7579837809647837,0.5724144382431433,-0.35458569885474944,0.8277550555690463,0.0,0.19884196579914548,1.801250681132761,-5.1680378741793325,-0.872694526128615,-1.2961489595856408,0.6057282527941894,-0.10632485351986579,-0.48408960492806785,0.3030724902181251,-0.061621467286741394,0.2181669729671029,-0.05275190738427847,0.15366984852554075,0.712264158219174,-0.7847519342573499,0.6201449842292412,-0.7362105843431019
15,9.81,3.3347309206535636,3.3347309206535636,-1.2668180181432045,-0.8386216104607049,-0.9800547822924006,5.5707455106638495,0.9351816910979965,-0.2181189748203072,0.28916589354870437,0.33495613683861564,0.03478451941897645,0.6347717061744248,0.0,0.19260871649223008,0.5646329882472236,-1.4915028318102237,-0.28267761274166575,-0.055426724952719164,-0.06212971790525397,-0.22362848981948708,0.28646803689863426,-0.36784473847621124,-0.060324667530628796,0.16969846155518375,-0.03171054506312075,0.126253878427401,0.6843951194660653,-0.6570797396043158,0.4866700254003661,-0.5142035154593863
16,9.81,4.673332663363252,4.673332663363252,1.0142064960585544,0.8410073796848596,1.6223649171432126,-0.4490625178159803,0.66746531793237,0.2803155693413453,0.4960396635440426,0.6311723166019783,0.3075048654151503,0.11308087729584988,0.0,1.286070902910701,4.399882052660917,-3.3862037720087628,-1.0317494180058162,-1.4245871278212623,-0.6106731527718252,-0.15074700912599062,0.4260893398874293,0.03551482166442266,0.048295547431359755,0.18797102521282594,-0.03379148001600869,0.11006171758913408,0.7005748712662592,-0.5795933651580941,0.5716479845569826,-0.5775141362924348
17,9.81,1.5435868487288846,1.5435868487288846,-0.3724164382608152,1.3474793986414342,0.9575194845510661,0.7104166971013863,2.309272024117479,-0.6012644186439806,0.5932599027234251,0.20183715963749985,0.7116734648771219,-0.08936102714350275,0.0,0.6083304674082337,0.013510374000677783,1.1904546870563038,4.894322716330337,-3.5178660298608007,-1.1205633758799634,-0.5869866547345358,-1.0082408274021888,-0.5060302704468869,-0.017734116107657866,0.23211578265069766,-0.0222257887968641,0.3490447106011302,0.6518183078072024,-0.9678254562297633,0.8070053715267007,-0.907472256975072
18,9.81,4.0960630787903725,4.0960630787903725,0.15683448567535635,0.20107161756497538,-0.1971813922026146,2.0649066893280255,0.5933167891982176,0.2596304364332279,0.7948458239709514,0.5917232947365453,0.3490413635735453,0.7111391848824556,0.0,0.7753832352048706,2.992319269674489,-4.9161581806503465,-1.6086228973169094,-0.7298074702988002,-0.991188383788738,-0.6893355901127979,-0.3213681029992669,-0.1984885335708519,0.0074683088416836385,0.20456143483920797,-0.05541859465219532,0.12531728555479338,0.6462469543137511,-0.6360166307869284,0.6223441484355188,-0.5556232608874005
19,9.81,2.831742665837214,2.831742665837214,0.560041392954581,0.674427795873839,0.9420215705220544,6.102136130295482,-0.9916612253868474,-0.4210572679857676,0.09586994557940082,0.0339877406353416,0.4450383565776433,0.09000750407272665,0.0,0.22766058657178662,0.08725212128199908,3.0924827363192917,0.4736728410652865,-0.030552300239899688,-0.5750944840532429,0.08942551376596145,0.42331157401122405,0.1468249378245031,0.02666863775974195,0.22834289382955153,0.0008526417566685846,0.18933894917326843,0.7094968442683102,-0.8197949941909501,0.6895720969638306,-0.7606176888084
20,9.81,1.5420003116768037,1.5420003116768037,-0.39218167980192375,1.361689450018876,0.5779083834650868,1.284610376722293,1.7165225348711988,-0.532728760604232,0.45039970690177905,0.7962290012138102,0.1520558415948408,0.28697724057570717,0.0,-0.023547040218717535,0.815032653758921,0.927554484379534,4.265434605468284,-3.1728144259800954,-1.3371421699887174,-0.9441407564406614,-0.8279514083191312,0.32042824106639767,-0.018675318085805897,0.1899825084773979,-0.02581036280086966,0.2883279621718033,0.6081622628277978,-0.8341266440458814,0.8798875920630419,-0.8181198487646553
21,9.81,1.2465679695833505,1.2465679695833505,0.03365629741203843,-0.24857076572476344,-0.07991268885288072,0.6796487952876618,-0.04933772882624299,7.1205624299257355,-0.29923413351082806,-0.17827363482363406,0.10108677336727848,-0.12416115951774565,0.0,-0.17045031822735257,-0.17361251427393903,-0.09881249287809035,0.35339653036728175,1.047491323853314,-0.013474108447135917,0.14763677135994044,-0.10334580293015988,0.04399755062604316,0.0016026808291446806,0.239520100324857,-0.02124818102627716,0.45403041788477766,0.7074087064539395,-0.7010838729701705,0.9324122009560261,-1.0540393910983472
22,9.81,2.7400503582400724,2.7400503582400724,-0.27725789681188373,0.5383129514226959,0.9292465709412188,5.339938177690157,-0.5386133869048916,0.18366439390954226,0.3262817101690628,-0.3145254426590338,-0.17273244126095322,-0.7609089549443626,0.0,0.35520668161280783,1.1896239870082344,4.139384676324862,-0.3385470433613395,-0.7661597532469465,-0.5887264728998537,-0.8955210867337379,-0.584168244478325,-0.18747901585981752,-0.013202756991042067,0.2365323520373847,0.009691594740523312,0.21742963414329589,0.6613278966730114,-0.7971638541443851,0.5620308350803561,-1.2463333377542625
23,9.81,3.1222608827689395,3.1222608827689395,-1.1143873090601581,0.5451553175579371,0.18683299845556367,6.454336149312127,0.3777718204654317,-0.07154340311958723,0.17494836551238205,-0.5160385815582904,-0.2253171179112947,0.23273313701617854,0.0,-0.1321323533058642,-0.5345179606802821,0.2451778947484493,0.05193278210855662,-0.16156180102209247,-0.5912220536152559,-0.18996660217638,0.08174061465525512,-0.1314643685920344,-0.05306606233619798,0.19947639638379236,-0.0168085427967807,0.16863976265932273,0.6659742025753418,-0.7204556288562091,0.528619767110015,-0.7055207484861443
24,9.81,1.3295209434281587,1.3295209434281587,-0.870202632835154,0.10180009946004243,-0.37017952172537383,-0.8635045547777718,-0.6641769015355755,5.125541341572475,1.3326085328391033,0.088102791082971,0.8474468662253745,0.13389481295193528,0.0,-0.13316471700246874,-0.3405829944922243,0.6345703270070917,-0.6464424258686119,-2.8690891936146636,-1.115286329799262,-0.24698225653374817,-0.5013634186296276,-0.36081918075684905,-0.041438220611197805,0.18688994885834026,-0.060971664992496497,0.29455113913701736,0.5362421735931749,-0.7485386385772969,0.8116017271546803,-0.897048854721213
25,9.81,0.567027125421045,0.567027125421045,0.08311922836611296,0.6926954097844078,2.0899522552872303,-0.4295306705097762,0.24454565167715694,1.1954881114327436,0.5183890378673982,0.22025731253529263,-0.32940489534810435,1.0572371727129077,0.0,0.2762625733895586,-1.2820806032832617,0.8654952882066138,0.5182258859105451,1.1104691784872425,1.138203152459568,1.8106162967953918,1.335843283388277,3.1280308178255827,0.003958058493624438,0.5218400359627993,0.014353652108309078,1.9747675734209806,1.0611044677707289,-1.0513643505575803,1.5646272951906068,-1.8299909252538433
26,9.81,2.6200995300070735,2.6200995300070735,1.198094881418552,0.8538282737136563,1.0290757242815813,4.488720480257867,-1.0867522206007587,-0.10296366173996428,0.42890009758041187,0.17986602732735912,0.676924889099813,-0.0422220520166985,0.0,0.11483773612534565,0.9814178166262228,4.162482849275641,-1.6568867597480867,-1.1305399069932023,-0.356671334333998,-0.889188688583331,-0.9602139672767007,-0.21021842356316722,0.05705213721040722,0.22160010788904844,-0.02561105460830392,0.21441090088288992,0.792894402213977,-0.6317720466105785,0.6653709795632412,-0.7601481497207532
27,9.81,3.7770949768246775,3.7770949768246775,-0.3408580336820063,-0.06294102381988465,-0.47690340536057474,4.162313239909911,0.21569263120281126,0.6768924605474494,0.31023481618586346,0.7479129967149449,0.0341804085886816,0.3319585113220801,0.0,0.15675208499985083,1.6095780446788492,-5.576130967602044,-1.3024364028337596,-0.6330612527729871,-0.3736416094742551,-0.9992809708802757,-0.695865909634438,0.056081149206625325,-0.01623133493723839,0.2570804106221002,-0.060308035943854456,0.16317481777200177,0.7252789116399133,-0.7467418619553342,0.84112911205179,-0.7577010690062109
28,9.81,4.633702212980944,4.633702212980944,1.0955424878168807,0.5301597236370135,1.678106382273766,-0.5389892183786403,0.14289310245269196,-0.036355820495661884,0.4568379226991723,0.9176951397073428,0.3582345107247063,0.4809076722107358,0.0,1.15131338310763,4.588487365936609,-2.963689140682726,-1.375637449403619,-0.7441510056231058,-0.8511317070175854,0.018449113831904004,-0.010571165117816472,-0.88931833554457,0.05216868989604197,0.18120403284006042,-0.030741892531676994,0.11305215405543845,0.6962369792210178,-0.748048120165542,0.4518314308162328,-0.48498191056930745
29,9.81,3.314903025809588,3.314903025809588,-1.1014078515496066,-0.6698419548487125,-0.7259526311942752,5.648676064954942,0.5594389468256908,0.37443446196979574,0.04671785952410917,0.13539285627403885,0.5366003980658598,0.06959195564967385,0.0,0.11153087066181644,0.03548574421213957,-1.8410320192328966,0.02149048729249467,-0.52272678690341,0.01878594774460629,-0.07419544261184471,-0.5151771556897027,-0.19571321059249153,-0.05244799293093365,0.17255652371343397,-0.03639331469183987,0.12346152976684215,0.577215297698832,-0.7043887913542795,0.6658927127167013,-0.47556085792939207
30,9.81,4.62705157646421,4.62705157646421,0.6875182334030836,0.5794518846459749,1.9483365996667557,-0.5437738301016282,0.2450889672926962,0.3362993652368618,0.8866098603980592,1.2407798795683935,0.4638724969365984,1.1331486180083277,0.0,0.6837183947200163,4.075483160728224,-3.6406977362371853,-1.970226517463212,-1.2426855907827692,-0.7596312719853855,-0.6595942738705557,0.05008259146149624,-0.45506534893093864,0.032738963495384917,0.20718972375512196,-0.05739338258233555,0.13193388610458998,0.6994461222546942,-0.7320285274703927,0.5054888963071811,-0.6252933856718359
31,9.81,4.391106129921987,4.391106129921987,0.47673493402196543,0.7738979775674588,0.9085846546218193,1.0856871157207173,0.29007834361299173,0.27018835897176297,1.1917910197873074,0.5627700105874428,0.8363029368359436,0.7452839394706939,0.0,0.5590533880023136,3.9091876256593148,-4.316582917653904,-1.207775310872916,-1.3758822993128357,-0.7994216062376597,-0.7235866434277349,-0.10328861651362908,0.43615737246905223,0.022701663524855514,0.2080627706706409,-0.0625687401940441,0.1261324667485358,0.7584646347435262,-0.7865811916546342,0.5529992101997113,-0.6029093991000368
32,9.81,1.4816429296249458,1.4816429296249458,-0.3878124345628905,0.749952106624589,0.9103744592956483,0.7802889192423984,-0.5418865865335707,0.33753625338457977,2.0235980081458615,1.2354614817334078,0.33878964588902916,-0.35216185514036896,0.0,0.21664698570033403,0.9530433007665513,0.7377062479705367,4.110194796814668,-4.116470884154269,-1.8660610866504772,-0.9931215752782808,-0.7503912814702796,-0.012484847796777832,-0.01846725878870906,0.23305389784002248,-0.04876191517669104,0.4011989310295324,0.6604326178710331,-0.9523553582065392,0.9145116865728379,-1.171711978124448
33,9.81,4.397573438322093,4.397573438322093,0.8354453557260416,0.6128154863842099,0.09240891777051136,1.34654625866595,0.38174409441231244,0.5010601275047397,1.0872542664040656,0.26699080524692476,0.5754334008890061,0.9047649470187007,0.0,0.5635721136256391,4.342334863125338,-4.462848904061383,-2.0580014517688037,-0.5380261305565925,-1.2833880939802136,-0.3829508267121579,-0.5594751759035961,0.1662464010795266,0.03978311217743053,0.23167141588205825,-0.05752512428919147,0.13956648883629025,0.784229703073725,-0.703761626811139,0.7059822502225819,-0.5006758850159028
34,9.81,3.788383713670642,3.788383713670642,-0.8376928528768938,-0.5926043982236973,-0.5701870776401803,3.2878149536766683,0.35340582580751523,1.3464231354865763,0.6986820222247611,0.6239916404006967,0.6405534025842582,0.2179958711248784,0.0,-0.2539299235407004,1.822428149186896,-4.958821512020353,-1.3321852342644909,-0.7097367511717212,0.054885405253455366,-0.12710555090189332,-0.31416291777312577,0.06382279607691627,-0.039890135851280685,0.21003486042240763,-0.06131434630521927,0.12924541897341826,0.7287474879444636,-0.6949025528143316,0.5488925569313341,-0.7243022423949059
35,9.81,1.7503938063451752,1.7503938063451752,0.6617382868031346,0.952928466234699,0.8579429811046155,0.9440907132998935,6.652864008833249,-0.34600945372995595,0.35713775608729553,0.3810352505297014,-0.5512062951255559,-0.7185941504333287,0.0,0.3736320588781143,0.23784551366348586,0.3611919765405811,2.2819561420768206,-0.23312128306537308,-0.548894383735814,-0.6131665363299623,-0.09748519747735468,-0.345337213334709,0.03151134699062545,0.24814613445547934,-0.008953139241917568,0.3393217354158706,0.8421668389598816,-0.7242942610605339,0.8228536569228173,-1.1551469397602936
36,9.81,4.086695989325591,4.086695989325591,-0.13537686711016733,0.2691769073600253,-1.0824178804663482,1.6493107335302453,0.4856699352593124,0.835457886465328,0.5886041918327107,0.49790662152588644,1.0194202327711843,0.6104291240086931,0.0,0.7737772511759576,3.1908551344117795,-5.363455201763891,-1.4923512251052884,-0.6138176434568585,-1.0676103416579332,-0.5840525052497255,-0.09826563307388492,-0.48411051403704475,-0.00644651748143651,0.23705902988149757,-0.06780851428164528,0.14204711603587328,0.826597465487217,-0.7850736096960462,0.6379357174483515,-0.5812483365868257
37,9.81,4.393497707796814,4.393497707796814,1.2544880371944045,0.47570156671443126,0.22394853851797658,0.7671364971117759,0.45018691383535125,0.274179183824138,0.5938111114878303,0.23367130230855077,0.5203807084637168,0.5878386802888887,0.0,1.1493131654544522,4.061165085296528,-4.9096635848586345,-1.7189514961063537,-0.610283670249123,-0.49624490052992976,-1.032167667436612,-1.2167963480596766,-0.07909535597539846,0.059737525580685936,0.23095628674448448,-0.05304259006506325,0.15231450253655526,0.7983539070964396,-0.726661855190729,0.7374665754466709,-0.6762967766145078
38,9.81,1.8474705303685577,1.8474705303685577,0.7512836409420347,-0.1731686606528453,0.5003457293659622,0.18968932599978627,6.499974283351589,-0.07029692658555509,0.031338673431688155,-0.15105655210365393,0.028809561385868803,0.7337120730962116,0.0,0.03645252093559874,-0.6220256191128365,-0.3650716002866256,-0.8787155624166597,-0.159808439264739,0.09880934668446228,0.3728265075234098,-0.08150787479184904,-0.2438868585378874,0.03577541147343022,0.20294142971902293,-0.03342975180574452,0.25342472353311835,0.7703765362331191,-0.6391333991301116,0.7319655976661803,-0.7722545442871259
39,9.81,2.8716893781363364,2.8716893781363364,0.7234927486215119,0.8131023050101389,0.902682648046365,6.498673310563776,-0.5063361171859555,-0.14210169346437657,0.23935866912344908,0.006802383836877757,0.2118451897582638,0.27834499020175724,0.0,-0.42919034558024216,0.18848161336491281,2.8554650847106604,-0.417345566703084,-0.36332484721075453,-0.7239235325074467,0.28621704451245117,0.6257195004896836,0.007165020045321324,0.03445203564864341,0.24456251047552433,-0.01152332960677204,0.20173150936643314,0.8461270753687169,-0.6928242734761543,0.6312220982585671,-0.7797536295554239
40,9.81,0.8216906298052861,0.8216906298052861,0.4202830944144069,0.4882984437701766,0.303453020140634,-0.28568468834743177,-0.1492211900838855,0.2662749243235871,-0.7513130608669918,4.399266350759167,1.176509755560956,1.3039993876616809,0.0,-0.6222667039025405,-0.013226812045174258,0.08652615848869433,0.37617299319194236,0.48281768125346536,2.079241892616767,-3.811695180990873,-1.1626389002753312,-0.19424693798859327,0.020013480686400315,0.20221011345405215,-0.05620030538503488,0.5569392007756784,0.8651700184424213,-0.6182355167538114,1.2586750251495329,-0.9740778956364532
41,9.81,3.124572845679761,3.124572845679761,0.3712799136287224,1.0225626398979988,0.12901786845147706,6.919152525283023,0.505877832509022,0.6265422675011548,0.6366859243147301,-0.27860329725258093,0.3905692265939525,-0.6434704631092966,0.0,0.2677955976894134,-0.0587851880951577,0.037406766914212075,0.005165551512374522,0.37160168285601425,-0.4224258361077699,-0.24113983132489755,0.07418436879099516,-0.3852303100172746,0.017679995887082023,0.234250862776484,-0.020865128456380288,0.19859593803845824,0.9416586241520053,-0.6315869300237515,0.6406853682388194,-1.0225780239454811
42,9.81,1.570578798333279,1.570578798333279,0.36816043848177205,1.3294213619821833,1.2370291539799183,0.8236521654648625,3.085717049264068,-0.6110817786338288,0.6687492436290141,0.4649735036676029,0.17482835031734825,0.5066499304914002,0.0,0.5912783047022566,-0.012642193560279624,1.0358278842464337,5.165263263636059,-3.1751847252520857,-1.3435636911338436,-0.9398481998623401,-0.44973268378037634,0.2668128767959408,0.017531449451512953,0.25561520416658445,-0.02655188632288567,0.3650445830632739,0.8004236006843621,-0.7591669447499738,1.0500976311200634,-0.8526599806421008
43,9.81,3.942336407466418,3.942336407466418,0.8514439671987439,0.034431781701722064,-0.5394962492691363,1.8573035567939475,0.6040302002511146,0.23312950824041273,0.7446094391447656,0.6284785975892534,-0.037836701501345105,0.23611297384496033,0.0,0.7943333450221299,2.9697870207032526,-4.9495496364292535,-1.1150053262303652,-0.9502794340018119,-0.6507305716926316,-0.24890754693698433,-0.33577713807280085,0.4437322552091238,0.04054495081898777,0.19332714634443848,-0.045927856274265315,0.12460735206147644,0.6356805304165236,-0.7027442491845254,0.5992716483291801,-0.6183193536161549
44,9.81,1.2813423627893115,1.2813423627893115,-0.33815189481547164,0.2217184464929567,-0.2795056309858417,0.3371103608241758,-0.7234057724310852,6.345488403323384,0.7793856130172994,0.18237400397818607,0.5514982112979636,0.14983935897663514,0.0,-0.24026194564308934,-0.475109018957556,0.28873055609271014,-0.2538976705555921,-1.0140356267774366,0.014669954580309744,0.2184555298200892,-0.2617275550028319,-0.09646424430328326,-0.016102471181689098,0.19771991286305632,-0.044579732552640014,0.342199970571608,0.7042958095027372,-0.6854398167455166,0.7809265708377895,-0.8110154118126353
45,9.81,1.907340153128451,1.907340153128451,-0.5879747650649023,-0.06770552652888268,-0.5355530650129721,-0.5695846366656703,6.894925976324425,1.0631760104178845,0.039156044328807205,0.1989340086315033,-0.5057914773961099,0.35471534317660103,0.0,0.021489729461946522,-0.6014950059626388,0.36011877756379607,-2.283590706519312,-0.40319585705923644,0.10528091876753978,0.4146900247587038,-0.5189991248600531,0.11306164588319276,-0.02799879833642392,0.25434787127511177,-0.03816015743310554,0.3174961415186798,0.6599644119778991,-0.8138686141691072,0.70836836844041,-1.0309435240895375
46,9.81,0.5651351455553013,0.5651351455553013,1.172030140992547,1.209438249333194,0.8020560404385759,0.11844425364554914,0.026677325677020622,0.8372787584594026,0.7992401019384313,0.5381544857800706,0.5370476391832216,0.8546566275279346,0.0,-0.11206677920044822,-0.4332550630745866,0.6388485855185642,0.9419682660330659,0.618311149727609,0.8132450359343518,1.2315606183579675,1.9540826841032297,3.074411500810159,0.055810959094883185,0.48580361737268535,0.008205534132471937,1.9205503423111172,0.8986107156215372,-0.7885567343017386,1.5382132084491382,-1.5664005791001943
47,9.81,0.6464836472296522,0.6464836472296522,1.3994684585918797,0.5931925954580319,0.3789497710142141,-0.10291135895511791,0.5648126573337099,0.6393772202708055,1.3396588273653394,0.7555607505744487,2.4508121377630423,-0.931300149575313,0.0,-0.2278556117140078,-0.11145853496877267,0.4872946714494496,0.38090354718723585,0.9816952335524515,0.9311264174219152,0.9346108436078211,4.224082648953761,-2.3603843765082404,0.06664135517104192,0.16996517509864995,-0.0015618277516202483,0.5863100329861121,0.6740352243114842,-0.5797719579777058,1.25380718228919,-1.0101213701692362
48,9.81,2.7351582880790324,2.7351582880790324,0.4126206569735031,1.4236181913880004,1.0716776001463444,5.146775118755438,-1.051542469755081,0.03667181873946887,0.39295162531696215,-0.25530561654995076,0.35025700723100384,-0.22653849051812067,0.0,-0.18279756670127056,0.30051891924441104,3.93617860749531,-0.7512372460032015,-0.9051769256765216,-0.7123979891247184,-0.36553254712754896,-0.15004488502586388,0.48311022265469644,0.01964860271302396,0.22296340425695593,-0.00772396778319494,0.18953577745459188,0.7098053984046933,-0.725198469038539,0.7071156508492418,-0.665143064901907
