id,g,l,time_values,trajectory_values
10,9.81,1.5652330576324562,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7580699214339808,0.17590901123732317,-0.5647900097281,-0.44243181138185084,0.4411406049643738,0.6617541349573186,0.08636763155262264,-0.7352479968589909,-0.42728439477734076,0.6504264570271616,0.6152279672890818,-0.1732994896391412,-0.7292662043627628,-0.24785938207002595,0.3515456287545522,0.41946782481562644,-0.30454306492029676,-0.6456434687065569,0.010043646250272542,0.6582322657586298,0.3023664256059608"
11,9.81,3.008131342186481,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5344124020302552,0.4302442069882884,-0.14727442769744048,-0.7188307466200738,-0.48392819848594876,-0.12570505989810465,0.3675102321263667,0.36008188526457885,0.41400259899690617,0.059952183849367235,-0.6482330029383346,-0.7890408255820315,0.012275574275959752,0.43538430532787004,0.7120795412083791,0.18643815257183907,-0.2549208120656588,-0.5874498675510689,-0.2781265751555282,0.0055273116604748,0.6136731576290354"
12,9.81,2.869447232615865,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6599387820572625,0.35674228163247157,-0.17415787335611974,-0.5823901226947062,-0.4401451596356362,0.1483785052743838,0.4131142969945411,0.4789380466619118,0.1988199747797911,-0.3172999288487571,-0.5718344008674549,-0.3686783567041558,0.3035001057269307,0.5488675898478844,0.48926475886692156,0.14578838869857708,-0.5104053112782294,-0.6548268524139381,-0.10910177614816202,0.21245390609031395,0.7340673913959068"
13,9.81,1.9372588439058493,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6682729431391659,0.3845252350144007,-0.1993848252217508,-0.43295069293361027,-0.05014866246115397,0.655706462433464,0.4902377006992577,-0.2273459793434395,-0.6259859538304313,-0.2934194597295878,0.005418033640236686,0.711877275923714,0.0818894365819035,-0.417739571876396,-0.6792452797359978,0.08601752581728103,0.6142257295711476,0.4221419696242842,-0.20254695340323584,-0.9813224319883719,-0.22579828679003217"
14,9.81,1.5896951257334067,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7860162566321431,0.1293482562354693,-0.5011666022425663,-0.4652361924875686,0.5239261428436941,0.8322513413373798,0.008500182746369322,-0.9355681850923476,-0.3582997143901741,0.3725797765340406,0.5879500294443608,-0.1102825708935748,-0.4059153637112734,-0.338423746489518,0.36372110440812067,0.5513463208906673,-0.32250997764481965,-0.7646588462429618,-0.1802705989037087,0.6263233226922831,0.3162372768095153"
15,9.81,2.9637194319049542,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6422827236508695,0.2965649945175907,-0.159410116905746,-0.6225725537743956,-0.5145735013058537,-0.1354971641583649,0.43937099915720346,0.8761188774332598,0.32026089775896205,-0.4029121720928371,-0.6599909999372904,-0.47747632752912716,0.030188666446388394,0.9122860409161908,0.5951722247137493,0.10528940044399138,-0.2838581516247576,-0.5406381421994471,-0.3536194270258505,0.1770180497304411,0.8867090891822763"
16,9.81,2.0223107408631553,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6024574588573887,0.3201457073832695,-0.34756114800195814,-0.595463886122312,-0.21660768396499808,0.5615061995871528,0.7575917946323047,0.10829583804061513,-0.2723600051658329,-0.49464817413759643,0.14445472834029643,0.7851873561802345,0.3615743772324225,-0.37548023011423803,-0.6761085205077522,-0.20982599839518856,0.5767952468798868,0.5643036917268994,-0.09828027672670847,-0.5782262055571854,-0.5187294197512917"
17,9.81,4.13329043615016,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5956886919595376,0.5001917815000572,0.1234079525839227,-0.3688047907681404,-0.5949228044444712,-0.573517233602902,-0.02301882980236522,0.37638881266337587,0.7311884063542198,0.4594963964127877,0.02998009171084276,-0.3882168388694854,-0.35096686245941305,-0.552468373290249,-0.13291310491201408,0.27502380723336295,0.5391741243133072,0.6434443240280294,0.17365193077704957,-0.3214720909833313,-0.691037858538937"
18,9.81,2.1396798868114146,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6473072032045702,0.317072298319007,-0.2155601597914174,-0.607711094046953,-0.38488578058100564,0.5610945168044636,0.5568801453632447,0.21509024274798827,-0.5516023679190215,-0.5474560502016378,-0.06007480227245214,0.6708080528913208,0.3672368578778562,-0.17238290394591216,-0.6615570759887159,-0.4211606449489782,0.23507526719332245,0.5918179667595507,0.38300535447960543,-0.22517496293754624,-0.7322250252422826"
19,9.81,1.2935779812791677,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.628014442223429,0.13781385233898663,-0.5295542531107085,0.027542488250671127,0.5933094229892002,0.34446511936322005,-0.5548212533111122,-0.3301242250183388,0.46678947500769935,0.3748907350893244,-0.4064596839896196,-0.5032843700109253,0.23502317853315738,0.5680428792236798,-0.06890489069274994,-1.035148437945701,0.037070201432846075,0.5654185388828432,0.2031705431574224,-0.613880709896365,-0.3803355677898452"
20,9.81,3.999652480919598,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.4911580373351683,0.5903723300501138,0.14584785218892332,-0.39118031797861175,-0.653475204840683,-0.4917332892684886,0.09737154830178182,0.433496121200441,0.6955374402206113,0.4560135430991238,-0.05106510254847485,-0.4250173171072267,-0.5479567953910016,-0.4511345620505539,0.23613012348649104,0.45686611893652196,0.5474802206501153,0.6781141161474997,0.08819141450690743,-0.20768577713721043,-0.4999961625150701"
21,9.81,3.5690503272354785,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.746636181875156,0.4424716439054421,-0.12447949159595517,-0.5239171094082085,-0.5406424836605384,-0.4346907171595727,0.27687037562415084,0.5689856797143124,0.4663744577614276,0.22635712146853298,-0.3195280042209462,-0.5140065230222197,-0.5373585324227451,-0.20864260464949075,0.27211290368642344,0.7167365049338896,0.4437142674869459,-0.01253954130318094,-0.576974867474402,-0.6205020530201099,-0.4379781649144444"
22,9.81,1.8042280840516256,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7675089912001981,0.5203821009285974,-0.43809166075534495,-0.256189421645859,0.0007178177455769985,0.5588293110252411,0.2207195640154846,-0.291607461402254,-0.5964556326639877,-0.06282755823577513,0.8646789711551701,0.5344220285661773,-0.17734499691384148,-0.6786327680186959,-0.21262865202792125,0.6058667408189089,0.5000669278623601,0.11500243493896886,-0.47903942263616617,-0.1049422441070667,0.38771652104306276"
23,9.81,0.5411117862622916,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.557162320981647,-0.7429745044170443,0.8857644675878825,-1.1166705521874671,0.9828711731498534,-0.5201152351607394,0.5407987518243034,-0.5166468004372265,0.8043955635109135,-0.9787217069788565,0.9736462415160858,-0.8684528555583998,0.6238944495860764,-0.5836778468616446,0.7854916816348426,-1.0680059681195506,1.029394232108742,-0.7711753887596307,0.6231613174738725,-0.6212091899212879,0.6916156299863531"
24,9.81,4.681178411533874,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5311019291073564,0.42380250861318847,0.046707261250313284,-0.6054751758145376,-0.43102845672052703,-0.549381039913649,-0.1477246933545318,0.28420648004911986,0.6104473592167976,0.7108953377562481,0.31338297673313553,-0.09706597511861759,-0.3361852278431463,-0.8934209989135619,-0.39033993924579974,0.05117611534947433,0.291377159982125,0.620818116313954,0.5365254690240496,0.4012658822045967,-0.14795355445824934"
25,9.81,3.350241204773788,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7973652318664247,0.4498238674790053,-0.1312380778907261,-0.5478849091535454,-0.5389731575236122,-0.17593171017715792,0.2753225185573852,0.6524678360916043,0.32278522685357175,-0.039273042693630134,-0.46622573322431293,-0.5975513860516892,-0.7560748118036853,0.11518439730976862,0.5982053047267417,0.5521412158310314,0.4829363694319866,-0.03607580039441305,-0.6836643395703821,-0.6467731554034506,-0.12246412387723463"
26,9.81,2.780737964198378,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7150729001578425,0.47602753213390875,-0.3786218177169947,-0.5665430883998902,-0.4230558408497525,0.03417118446610074,0.4229383575256355,0.5482209248687244,0.11184286518796979,-0.5066441837822977,-0.6407941536778734,-0.3101760967421473,0.2665901463735697,0.8893806041998851,0.3883157308562287,-0.19475325725241205,-0.6343019288556252,-0.5608864616571201,0.004151492904033022,0.496881274040045,0.6320797492892071"
27,9.81,2.791429816385304,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.971275963639219,0.5280132314560968,-0.14757151764641824,-0.8401978118283357,-0.5150592028596043,-0.030545263645146495,0.4379057890659736,0.5471475284314498,0.18176500726071065,-0.43083224217463056,-0.7673802731566762,-0.28322511344173606,0.05751973918295039,0.6175864098841571,0.50864236138248,-0.06769784344198151,-0.6115047369700676,-0.5519525823573124,-0.11168001830866031,0.4092417333205391,0.6251801849612821"
28,9.81,2.191688490556589,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7128261570786935,0.3160609104595223,-0.32353319615636555,-0.6536809863162532,-0.31627212594321175,0.287287264536584,0.4497155724135959,0.17683446621405613,-0.4923547013036804,-0.5408949075638904,-0.16490241324201388,0.6121981091459551,0.4074576225964125,0.24777015608288827,-0.564174129448559,-0.5747622803543002,0.004655257434355645,0.5573635839854761,0.5112345270974532,-0.04393505638219192,-0.6547879626218607"
29,9.81,2.71953972542811,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.709304434143333,0.36842698806481666,-0.15893055584312188,-0.6115593950221578,-0.3576359775907434,0.12304624401433582,0.4846222572568938,0.4739090862968405,0.007512880184702864,-0.34234549232038297,-0.5324611067074889,-0.2163449860297817,0.22715927203204275,0.6702258839237072,0.4408179580320982,-0.39124823445955603,-0.621183770297159,-0.5097272732299235,0.15060760523040545,0.6051264409410928,0.5822607329903691"
30,9.81,3.4083879243917306,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6650494627367702,0.12395228120910928,-0.02434195973060045,-0.5036502846271504,-0.5872537444281503,-0.18662932490026946,0.0131867509410043,0.66351788978142,0.5994641787702437,-0.14668761926066565,-0.39922021766068777,-0.7496036878505289,-0.5328767481688268,-0.07224646531351964,0.5556772086576153,0.5467323738566816,0.4844458476969079,-0.2684771714493738,-0.3945275687639682,-0.4693700261522318,-0.029125740768093406"
31,9.81,4.860732436488008,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6197492430468341,0.5424255085105261,0.08453836239222504,-0.4642374166860862,-0.672031294472847,-0.4079732958257132,-0.3087494603907093,0.16600375593155153,0.6008902177553191,0.6401678407766961,0.49116618032290255,0.08829252405479769,-0.45762810601700427,-0.6784116412127426,-0.5667746875687991,-0.03540756293541661,-0.020254954117349455,0.31218649001332366,0.5737138373832412,0.3462822092770666,0.34174359602002535"
32,9.81,2.095676179555052,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.612587096370174,0.28440004096822225,-0.3410981289871573,-0.4933758677600346,-0.34937268327451687,0.4767730123311538,0.7079370438560655,0.024849050026293812,-0.4954823239900503,-0.44682398368769066,-0.10309697914576582,0.6309147686700973,0.43522151868576586,-0.14471512296322156,-0.7026149669848354,-0.3407636332264737,0.477817194857519,0.6045869862353266,0.3360031030586081,-0.4828131226810247,-0.5483480069268405"
33,9.81,3.954256097250376,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5653644712713057,0.5511445714033094,0.03974315567720231,-0.2681999441111096,-0.6013827371720744,-0.39601240713404373,-0.04222245085352826,0.45252702092714664,0.46020621407450435,0.3393926649201896,0.03606414087416683,-0.4870349692823246,-0.650758250605958,-0.5503348536981512,0.08333167012144914,0.4902272122386535,0.511549356723975,0.4041531829174976,-0.08671711908713822,-0.9105155601499015,-0.4092299280222892"
34,9.81,3.821233852635073,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5330792715958994,0.2522588285772218,0.022111743400219236,-0.6062331267455066,-0.5452572442792705,-0.38644360083817353,0.016649938575732243,0.5100681158732447,0.564787508531433,0.7463755463735181,-0.028655922893465288,-0.4858463569832544,-0.8887028664510543,-0.3627643532955759,0.20416776155838162,0.4794147720614472,0.7740807119428628,0.1775281778254507,-0.07760888934468585,-0.7674431054671969,-0.6165173770675502"
35,9.81,2.2244145462066762,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.587850599568851,0.3347801738718208,-0.3268226364641416,-0.5451264289088508,-0.32556397510248947,0.29571471638781266,0.4649186292038737,0.17978645332101828,-0.39184069226661083,-0.7360840636569611,-0.2278189083483969,0.5050953515840305,0.7187395623421027,0.17234691660909898,-0.5398678301010051,-0.47634521897513504,0.016980841720855594,0.5014428189423487,0.5143192260340796,-0.028574935308632202,-0.4864141091914897"
36,9.81,3.699783782087321,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5149734248793434,0.5090982885565709,-0.009828535286495736,-0.5895027916508729,-0.5692522284172742,-0.5003000886936291,0.3425635290341143,0.47100255857848816,0.3780818695114192,0.4452252410878129,-0.13699294209444657,-0.6396523908483374,-0.5368035928595423,-0.19787659213903713,0.07731948822395873,0.6075629128701832,0.23749814084427473,0.22807005686446682,-0.20293943639245388,-0.5710404553638103,-0.47066276130997103"
37,9.81,0.60426449122127,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6754193085683359,-0.562704238076746,0.4491511394426963,-0.2513753815116108,-0.09087827938733334,-0.17017851760142555,-0.28275839910466866,0.4478404682530876,-0.6060393231628693,0.6190896573114744,-0.3458218525604873,0.343692810622577,-0.24055589005348432,-0.08355930737584369,0.5310351610950885,-0.2948734960960499,0.5408231388993063,-0.5903384850137818,0.4310436436204662,-0.46426255049052767,0.414797308311939"
38,9.81,4.812390127539228,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6142223791220344,0.3885397979138318,0.050554293496212856,-0.5366515353497152,-0.556220680393653,-0.5326593609730329,-0.24126308932641885,0.16775528338910192,0.4705668485269726,0.6043796685614995,0.40462832907929275,-0.02028463569336355,-0.3892076867257709,-0.7055726599676677,-0.6549748660706411,-0.04003082111203693,0.23136317933009004,0.3433968831866062,0.6836483688336465,0.2460471669170482,0.011272394882362896"
39,9.81,3.9126519651219196,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.3099059920161572,0.49690230353962994,0.10442688949383158,-0.422351847791626,-0.6250091968033955,-0.3953711803758345,0.09338601163499405,0.5090531718584133,0.6291163158281882,0.48831085372257255,-0.09107885579886982,-0.3616406661251503,-0.6351852775206691,-0.2581162232924228,0.1618562993295516,0.46412947532721666,0.5954329474784338,0.3697859251606281,-0.06351178276720082,-0.422109995283361,-0.41938917076960164"
40,9.81,1.6766313824905277,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6589901035969049,0.1946930225244837,-0.41630644913005893,-0.5082678422014731,0.15314551550045913,0.8096281035376034,0.0938967582221027,-0.7375776087711907,-0.4905565705738864,0.3173613385684569,0.5601233498329831,0.14614014326669433,-0.5442963086718351,-0.24960859152308756,0.004465079388865811,0.5556988353749654,0.21433969658984553,-0.46308838367603966,-0.4637646379879175,0.16669737477381538,0.7777301966591229"
41,9.81,2.5327007990504016,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7926087837538688,0.4236635078661858,-0.2156638080096552,-0.664433509410615,-0.46833134933705056,0.2492960638922729,0.6576346967096185,0.9320155869770814,0.011817851247330008,-0.524942724777369,-0.24055570186938485,0.05185098014055109,0.5135976608740973,0.6510509803568364,0.08648379209302035,-0.602439235191809,-0.7793976010169297,-0.01298621502149594,0.39165030421644464,0.6744185633840641,0.11306296400974292"
42,9.81,3.4437901969528326,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5489063494088313,0.4310513289299448,-0.025514951068676364,-0.4647071113256405,-0.4275769241291571,-0.17007183316739982,0.1632875871155025,0.4457999238740881,0.7067695269057259,0.0005192063847097306,-0.3383686952783266,-0.6217223524948156,-0.5479259559536057,-0.06875469476415258,0.5462909231451394,0.8253077692791563,0.23332665381604245,-0.30855186512373756,-0.6712353144590137,-0.5387372416368758,-0.18263846112097737"
43,9.81,1.7370520181501456,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.56869002820147,0.4236025918779488,-0.4365755455893739,-0.7342067594305156,0.3137561425582334,0.820514521057773,0.1292628131742886,-0.526306974238882,-0.5664779350118756,0.14114535916186216,0.5600809782949938,0.21479868897264082,-0.3347036205088935,-0.503298174944852,-0.03153221081116435,0.6756805158555969,0.35425519884845574,-0.365164025040374,-0.3947717727818168,0.05710591085154414,0.631073131457412"
44,9.81,2.287666565894973,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.634665320966323,0.22152540695886747,-0.37350600381352267,-0.5899914966960759,-0.10785622451924737,0.13390107483327512,0.39191747685282985,0.32375869857308204,-0.4941202520699536,-0.8230043156935807,-0.22082868353658963,0.37796153006228106,0.5597415838070153,0.24473150441853075,-0.5104448965494236,-0.6206757495848041,-0.3662598844498567,0.42388459289351893,0.5866401739086317,0.1945578448652957,-0.6225518283764102"
45,9.81,3.8228177668116032,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.4795669146363408,0.5085241552075916,0.0072363501056189605,-0.5686068786720861,-0.5386416906723044,-0.3909413758985033,0.1618824475341805,0.41736080726138564,0.5751539366382641,0.5783444725177587,-0.03703678930582212,-0.6418039652446066,-0.7048792971037097,-0.3796920042978217,0.18394520881751933,0.3882012780339183,0.6506695510458859,0.3120314917289871,-0.14819244561311534,-0.7103879382942566,-0.4820811938279544"
